name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Astana,2023-03-19,0,-12,-4.7,-2.6,-20.7,-11.3,-8.1,77.9,0.964,100,4.17,snow,0.8,14.4,42.8,36,18.1,1027,57.8,9.2,191.8,16.5,7,10,2023-03-19T07:20:28,2023-03-19T19:24:54,0.91,"Snow, Partially cloudy",Partly cloudy throughout the day with afternoon snow.,snow,"35283099999,35188099999,UACC"
Astana,2023-03-20,-5.4,-17,-10.8,-10.9,-24.5,-17.3,-16.5,64.5,0.018,100,4.17,snow,0,14.4,32.8,21.6,114,1034,36.9,10,208.5,18.2,7,10,2023-03-20T07:18:13,2023-03-20T19:26:34,0.95,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.,snow,"35283099999,35188099999,UACC"
Astana,2023-03-21,-1,-17,-8.9,-3.6,-23.9,-12.7,-13.6,69.6,0,0,0,,0,13.9,19.8,18,149,1025.9,29.3,10,217.8,18.7,7,10,2023-03-21T07:15:58,2023-03-21T19:28:14,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-03-22,2.2,-11,-5.2,0.2,-15.3,-7.6,-10.8,67.4,0,0,0,,0,12.3,16.9,14.4,154.7,1022.2,41.1,10,210.6,18.2,7,10,2023-03-22T07:13:42,2023-03-22T19:29:54,0.02,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-03-23,5.2,-9,-1.7,5.2,-13.1,-5,-5.7,74.9,0,0,0,,0,10.2,31,21.6,225.9,1018.6,52.9,10,211,18.1,7,10,2023-03-23T07:11:27,2023-03-23T19:31:34,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-03-24,5,-4,-1.5,1.9,-7.1,-4.1,-3.2,89.4,0,0,0,,0,7.5,22.7,14.4,187.9,1022.9,83.1,2.9,215.2,18.5,7,10,2023-03-24T07:09:12,2023-03-24T19:33:14,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-03-25,6.2,-3,0.3,3.7,-7.1,-2.9,-1.1,91.2,0,0,0,,0,5.1,26.3,18,175.1,1021.2,75.1,4.8,133.4,11.5,4,10,2023-03-25T07:06:56,2023-03-25T19:34:53,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-03-26,9.2,-1,3.3,7.3,-5.5,0.2,0.6,83.7,0,0,0,,0,2.9,32.8,18,219,1015.9,71.7,8.2,180,15.6,7,10,2023-03-26T07:04:41,2023-03-26T19:36:33,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-03-27,11,-3,2.7,11,-7.1,0.9,0.6,87.2,0,0,0,,0,1.8,30.6,18,222.6,1020.2,68,6.1,166.5,14.4,6,10,2023-03-27T07:02:25,2023-03-27T19:38:12,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-03-28,12.9,-4,4,12.9,-7.1,3,0.5,79.9,0,0,0,,0,0.3,27.7,18,148.3,1019.6,1.3,9.1,222.6,19.2,7,10,2023-03-28T07:00:10,2023-03-28T19:39:51,0.21,Clear,Clear conditions throughout the day.,clear-day,"35283099999,35188099999,UACC"
Astana,2023-03-29,16,-2,7.4,16,-3.5,6.1,1,67.7,0,0,0,,0,0,47.9,36,111.9,1013.4,22.1,10,222,19.2,7,10,2023-03-29T06:57:55,2023-03-29T19:41:30,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-03-30,5,-4,0.2,-0.4,-12.3,-5.9,-6.7,63.7,0,0,0,,0,0,45,39.6,54.6,1024.6,50.7,9.7,235,20.4,7,10,2023-03-30T06:55:40,2023-03-30T19:43:10,0.28,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-03-31,4,-8,-2.3,-0.5,-14.9,-7.9,-9.2,61.9,0,0,0,,0,0,36,32.4,94.6,1035.1,10.3,10,238.8,20.6,8,10,2023-03-31T06:53:26,2023-03-31T19:44:49,0.31,Clear,Clear conditions throughout the day.,clear-day,"35283099999,35188099999,UACC"
Astana,2023-04-01,6,-9,-0.8,2.5,-15.3,-5.6,-9.6,55.7,0,0,0,,0,0,44.6,28.8,113.7,1035.9,0.4,10,239.3,20.7,7,10,2023-04-01T06:51:11,2023-04-01T19:46:28,0.34,Clear,Clear conditions throughout the day.,clear-day,"35283099999,35188099999,UACC"
Astana,2023-04-02,9,-7,1.1,6.6,-12.9,-3.3,-9.5,48.7,0,0,0,,0,0,43.2,28.8,112.1,1032,0,10,242.8,21,8,10,2023-04-02T06:48:57,2023-04-02T19:48:07,0.37,Clear,Clear conditions throughout the day.,clear-day,"35283099999,35188099999,UACC"
Astana,2023-04-03,14,-5,4.8,14,-10.4,2.2,-8,43.6,0,0,0,,0,0,43.9,28.8,105.2,1030.3,8.3,10,240.1,20.9,7,10,2023-04-03T06:46:43,2023-04-03T19:49:46,0.4,Clear,Clear conditions throughout the day.,clear-day,"35283099999,35188099999,UACC"
Astana,2023-04-04,17,-4,6.6,17,-9.2,4.2,-7,42.9,0,0,0,,0,0,43.6,21.6,102.8,1026.6,8,10,249.1,21.5,8,10,2023-04-04T06:44:29,2023-04-04T19:51:25,0.44,Clear,Clear conditions throughout the day.,clear-day,"35283099999,35188099999,UACC"
Astana,2023-04-05,18,-4,7.4,18,-9.9,5.4,-5.7,45,0,0,0,,0,0,30.2,21.6,108.9,1023.1,2.6,10,250.2,21.6,8,10,2023-04-05T06:42:16,2023-04-05T19:53:03,0.47,Clear,Clear conditions throughout the day.,clear-day,"35283099999,35188099999,UACC"
Astana,2023-04-06,19,-4,8,19,-8.3,6.3,-6.4,44.6,0,0,0,,0,0,19.1,18,139.4,1013.6,12.7,10,249.6,21.5,8,10,2023-04-06T06:40:03,2023-04-06T19:54:42,0.5,Clear,Clear conditions throughout the day.,clear-day,"35283099999,35188099999,UACC"
Astana,2023-04-07,7.3,-3,0.9,7.3,-11,-3.5,-3,75.4,0,0,0,snow,0.9,0.3,54,36,44.8,1011.6,86.7,9.9,70.5,6.1,3,10,2023-04-07T06:37:50,2023-04-07T19:56:21,0.54,Partially cloudy,Partly cloudy throughout the day.,snow,"35283099999,35188099999,UACC"
Astana,2023-04-08,3.1,-9,-2.9,1.2,-16.2,-8,-12.5,52.2,0.022,100,4.17,snow,0,0.2,35.3,32.4,48.2,1025.7,27.4,9.8,261.5,22.6,8,10,2023-04-08T06:35:38,2023-04-08T19:58:00,0.57,"Snow, Partially cloudy",Partly cloudy throughout the day with afternoon snow.,rain,"35283099999,35188099999,UACC"
Astana,2023-04-09,10,-8,1.1,10,-11.8,0.5,-12.3,41.9,0,0,0,,0,0,11.9,10.8,28.6,1026.5,6.9,9.1,259.3,22.3,8,10,2023-04-09T06:33:27,2023-04-09T19:59:39,0.61,Clear,Clear conditions throughout the day.,clear-day,"35283099999,35188099999,UACC"
Astana,2023-04-10,13.2,-7,4.6,13.2,-11.9,3.4,-8.8,44.6,0,0,0,,0,0,27,21.6,258.7,1016.1,12.3,9.5,261.2,22.5,8,10,2023-04-10T06:31:16,2023-04-10T20:01:18,0.65,Clear,Clear conditions throughout the day.,clear-day,"35283099999,35188099999,UACC"
Astana,2023-04-11,9,0,3.7,7,-4.9,0.7,-5.4,53.3,0,0,0,,0,0,29.2,21.6,305.1,1015.4,37.8,9.7,145.7,12.5,5,10,2023-04-11T06:29:05,2023-04-11T20:02:56,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-04-12,13,-8,4,13,-11.8,1.9,-8.9,45.2,0,0,0,,0,0,39.2,28.8,222.2,1023.7,8.2,9.8,264.3,22.7,8,10,2023-04-12T06:26:55,2023-04-12T20:04:35,0.72,Clear,Clear conditions throughout the day.,clear-day,"35283099999,35188099999,UACC"
Astana,2023-04-13,18,-1.1,9,18,-5.5,7.7,-5.9,38.8,0,0,0,,0,0,41.8,21.6,243.1,1018.4,49.4,10,250.5,21.7,8,10,2023-04-13T06:24:46,2023-04-13T20:06:14,0.75,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-04-14,11.1,-3,6.4,11.1,-12.7,3.1,2.2,76.5,0.096,100,4.17,"rain,freezingrain,ice",0.4,0,75.6,57.6,65.5,1008.5,73,9.5,32,2.9,1,10,2023-04-14T06:22:37,2023-04-14T20:07:53,0.79,"Rain, Freezing Drizzle/Freezing Rain, Ice, Partially cloudy",Partly cloudy throughout the day with afternoon rain or snow.,snow,"35283099999,35188099999,UACC"
Astana,2023-04-15,-3.9,-9,-6.8,-12.5,-19.4,-16.3,-9.4,81.7,10.784,100,8.33,"snow,ice",7.4,5,82.8,64.8,58.5,1009,91.7,5,94.7,8.2,5,10,2023-04-15T06:20:29,2023-04-15T20:09:31,0.82,"Snow, Ice, Overcast",Cloudy skies throughout the day with snow.,snow,"35283099999,35188099999,UACC"
Astana,2023-04-16,-3,-17,-7.9,-9.4,-23.9,-13.7,-10.9,79.9,12,100,4.17,snow,4.4,9.6,56.2,46.8,71.2,1014.5,74.3,6.1,204.1,17.7,7,10,2023-04-16T06:18:22,2023-04-16T20:11:10,0.86,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.,snow,"35283099999,35188099999,UACC"
Astana,2023-04-17,1,-6.1,-3.5,-3.7,-16.3,-10.4,-8.7,69.8,20.711,100,8.33,"rain,snow",5.9,18.1,63.7,50.4,27.5,1011.6,81.1,6.2,263.5,22.6,9,10,2023-04-17T06:16:15,2023-04-17T20:12:49,0.9,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"35283099999,35188099999,UACC"
Astana,2023-04-18,2.4,-11,-3.4,-2.4,-17.8,-8.9,-8,71.6,0.307,100,4.17,snow,0.1,9.3,68.4,39.6,241.3,1029,54.4,8.8,246.5,21.3,8,10,2023-04-18T06:14:09,2023-04-18T20:14:27,0.93,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.,snow,"35283099999,35188099999,UACC"
Astana,2023-04-19,1.5,-6,-1.1,0.1,-10.7,-4.6,-3.6,84.2,6.253,100,8.33,"rain,snow",0.5,3,32.8,14.4,106.1,1032.4,69.5,8.4,169.5,14.6,5,10,2023-04-19T06:12:04,2023-04-19T20:16:06,0.97,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"35283099999,35188099999,UACC"
Astana,2023-04-20,1.3,-11,-4.1,-1.9,-16.7,-8.5,-8.5,72.9,0,0,0,,0,1.6,19.1,21.6,79.6,1031,0.7,8.5,296.1,25.5,9,10,2023-04-20T06:10:00,2023-04-20T20:17:45,0,Clear,Clear conditions throughout the day.,clear-day,"35283099999,35188099999,UACC"
Astana,2023-04-21,7.6,-9,-0.4,6.5,-15.3,-3.6,-8.3,57.9,0,0,0,,0,2.8,28.8,18,99.4,1024.5,12,10,301,25.9,9,10,2023-04-21T06:07:57,2023-04-21T20:19:23,0.03,Clear,Clear conditions throughout the day.,clear-day,"35283099999,35188099999,UACC"
Astana,2023-04-22,14.4,-6,4.8,14.4,-10.7,3.2,-2.2,64.2,0,0,0,,0,2.2,25.6,21.6,129,1022.5,55.6,9.9,270.1,23.3,8,10,2023-04-22T06:05:55,2023-04-22T20:21:01,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-04-23,18.3,4,11.2,18.3,0.6,9.9,-2.6,43,0,0,0,,0,0.4,56.5,39.6,179.5,1014.4,64.6,10,218.6,18.8,8,10,2023-04-23T06:03:53,2023-04-23T20:22:40,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-04-24,16,5,10.1,16,1.9,8.9,2.1,60.8,0,0,0,,0,0,50.4,32.4,290.9,1014.6,51.8,10,176.3,15.1,7,10,2023-04-24T06:01:53,2023-04-24T20:24:18,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-04-25,21,1,12.1,21,-1.3,11.1,0,48.7,0,0,0,,0,0,57.6,32.4,269.5,1026.2,37,10,283.5,24.3,8,10,2023-04-25T05:59:54,2023-04-25T20:25:56,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-04-26,23,7,15.8,23,4.9,15.2,1.2,41.4,0,0,0,,0,0,33.1,25.2,290.5,1026.3,35.5,10,291.6,25.2,8,10,2023-04-26T05:57:55,2023-04-26T20:27:34,0.2,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-04-27,25,4,16,25,2.2,15.7,1.7,45.9,0,0,0,,0,0,19.1,18,205.7,1022.8,37.4,9.1,291.9,25.1,8,10,2023-04-27T05:55:58,2023-04-27T20:29:12,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-04-28,26.4,7,18.4,26.4,6.1,18.3,0.4,36.1,0,0,0,,0,0,39.6,21.6,235.1,1015.5,36.2,10,297.2,25.7,8,10,2023-04-28T05:54:02,2023-04-28T20:30:49,0.25,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-04-29,22,5,14.6,22,3.4,14.1,2.9,47.9,0,0,0,rain,0,0,72,39.6,54,1011.7,58.5,9.5,290.5,25.1,8,10,2023-04-29T05:52:07,2023-04-29T20:32:26,0.29,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-04-30,15,1.8,9.2,15,-1.7,7.5,-7.1,33.3,0,0,0,,0,0,42.8,28.8,37.9,1019.2,22.6,10,308.6,26.8,9,10,2023-04-30T05:50:14,2023-04-30T20:34:04,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-05-01,12,3.5,7.6,12,0.2,6.3,-3.5,46.8,0,0,0,rain,0,0,36,28.8,48.3,1020.2,47.4,9.8,266,22.8,8,10,2023-05-01T05:48:22,2023-05-01T20:35:40,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-05-02,10.3,-1,5.4,10.3,-7.2,2.7,-7.2,41.7,0,0,0,,0,0,33.1,28.8,44.2,1026.2,0,10,318.7,27.3,9,10,2023-05-02T05:46:31,2023-05-02T20:37:17,0.39,Clear,Clear conditions throughout the day.,clear-day,"35283099999,35188099999,UACC"
Astana,2023-05-03,14,-2,6.6,14,-3.7,5.6,-6.6,43.1,0,0,0,,0,0,43.2,28.8,52.7,1031.9,3.8,10,317.2,27.1,9,10,2023-05-03T05:44:41,2023-05-03T20:38:53,0.42,Clear,Clear conditions throughout the day.,clear-day,"35283099999,35188099999,UACC"
Astana,2023-05-04,16,-2,7.9,16,-6.7,6.7,-6.6,40.4,0,0,0,,0,0,20.9,14.4,137.7,1033.4,16.6,10,319.4,27.5,9,10,2023-05-04T05:42:53,2023-05-04T20:40:29,0.45,Clear,Clear conditions throughout the day.,clear-day,"35283099999,35188099999,UACC"
Astana,2023-05-05,21.5,2,13.2,21.5,1,13,-3.9,34.4,0,0,0,,0,0,11.9,14.4,176.5,1031.4,3.3,10,314.9,27.1,9,10,2023-05-05T05:41:07,2023-05-05T20:42:04,0.5,Clear,Clear conditions throughout the day.,clear-day,"35283099999,35188099999,UACC"
Astana,2023-05-06,25,5,16.6,25,2.5,16.2,-0.3,35.6,0,0,0,,0,0,13.3,14.4,81.9,1025.6,3.2,9.8,314.9,27.4,9,10,2023-05-06T05:39:21,2023-05-06T20:43:39,0.52,Clear,Clear conditions throughout the day.,clear-day,"35283099999,35188099999,UACC"
Astana,2023-05-07,26,6,17.9,26,3.7,17.4,1.1,38.1,0,0,0,,0,0,16.6,14.4,99,1021.7,6,10,317.1,27.5,9,10,2023-05-07T05:37:38,2023-05-07T20:45:14,0.55,Clear,Clear conditions throughout the day.,clear-day,"35283099999,35188099999,UACC"
Astana,2023-05-08,28,9,20.2,26.7,7.3,19.7,0.5,31.8,0,0,0,,0,0,39.6,28.8,225.6,1018.2,30.4,10,314.8,27.3,9,10,2023-05-08T05:35:56,2023-05-08T20:46:48,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-05-09,22,10,15.6,22,10,15.6,1.7,40.9,0,0,0,,0,0,38.5,43.2,49.3,1018.5,63.9,9.4,262.7,22.8,8,10,2023-05-09T05:34:16,2023-05-09T20:48:22,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-05-10,24,7.2,14.8,24,4.1,13.6,2.9,47.2,0,0,0,,0,0,54,28.8,94.6,1020,79,9.6,228.8,19.6,7,10,2023-05-10T05:32:37,2023-05-10T20:49:55,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-05-11,25.7,14,19.7,25.7,14,19.7,4.2,36.8,0,0,0,,0,0,55.1,36,74.4,1011.7,61.2,10,305.2,26.6,8,10,2023-05-11T05:31:00,2023-05-11T20:51:27,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-05-12,20,8,14.7,20,4.4,14.2,0.5,42.1,0,0,0,,0,0,45.4,32.4,71.7,1015.8,61,9.9,299.8,25.9,8,10,2023-05-12T05:29:25,2023-05-12T20:52:58,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-05-13,25,7,15.1,25,3.8,14.4,1.9,42.2,0,0,0,rain,0,0,68.4,50.4,95.6,1008,57.6,9.9,229.6,19.8,8,10,2023-05-13T05:27:52,2023-05-13T20:54:29,0.77,Partially cloudy,Partly cloudy throughout the day.,wind,"35283099999,35188099999,UACC"
Astana,2023-05-14,12,4,9.3,12,3.1,8.1,3.2,66.3,0.014,100,4.17,rain,0,0,42.1,28.8,330.7,1009.1,56,10,154.2,13.3,6,10,2023-05-14T05:26:20,2023-05-14T20:55:59,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"35283099999,35188099999,UACC"
Astana,2023-05-15,19,0,10.7,19,-2.5,10.2,-2.4,48.1,0,0,0,,0,0,13.3,14.4,71.9,1018.5,2.5,9.3,336.3,29.1,9,10,2023-05-15T05:24:51,2023-05-15T20:57:28,0.84,Clear,Clear conditions throughout the day.,clear-day,"35283099999,35188099999,UACC"
Astana,2023-05-16,21.7,3,13.7,21.7,0.1,13.1,-1.7,39.5,0,0,0,,0,0,33.8,18,101.9,1017.4,37.2,10,335.1,29,9,10,2023-05-16T05:23:24,2023-05-16T20:58:57,0.88,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-05-17,23,6,15.7,23,3.1,15.1,1.7,42.5,0,0,0,,0,0,61.2,46.8,73.3,1017.9,73.5,10,300.7,26.1,9,10,2023-05-17T05:21:58,2023-05-17T21:00:24,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-05-18,12.1,8,9.4,12.1,4.4,7.3,1,59.3,0,0,0,rain,0,0,64.8,36,100.2,1022,81.7,11.6,83.4,7.4,3,10,2023-05-18T05:20:35,2023-05-18T21:01:51,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35283099999,35188099999,UACC,remote"
Astana,2023-05-19,18,6,12.6,18,2.6,11.6,-3.8,35.9,0.482,100,4.17,rain,0,0,54,43.2,100.1,1020.9,82,10,301.2,26.1,9,10,2023-05-19T05:19:14,2023-05-19T21:03:16,0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"35283099999,35188099999,UACC"
Astana,2023-05-20,23,7,15.6,23,3.4,15.2,-4.5,26.8,0,0,0,,0,0,57.6,36,77,1017.1,81.5,10,315.3,27.4,9,10,2023-05-20T05:17:55,2023-05-20T21:04:40,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-05-21,23.1,8,16.8,23.1,5.1,16.4,-1.6,29.9,0,0,0,,0,0,52.2,32.4,66.7,1018.9,47.4,10,338.5,29.1,9,10,2023-05-21T05:16:38,2023-05-21T21:06:03,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-05-22,24,9,17.7,24,8,17.6,0.4,33.4,0,0,0,,0,0,26.6,25.2,44.4,1022.6,44.2,10,300.3,26.1,9,10,2023-05-22T05:15:23,2023-05-22T21:07:25,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-05-23,23,10,18,23,10,18,3.7,39.7,0,0,0,,0,0,29.9,22.9,41.8,1024.4,44,10,252.3,21.8,8,10,2023-05-23T05:14:11,2023-05-23T21:08:45,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-05-24,23.8,11,18.5,23.8,11,18.5,1.4,33.9,0.096,100,4.17,rain,0,0,28.8,21.6,38.8,1023.4,16.1,11.8,341.5,29.5,9,10,2023-05-24T05:13:01,2023-05-24T21:10:04,0.15,Rain,Clear conditions throughout the day with early morning rain.,rain,"35283099999,35188099999,UACC,remote"
Astana,2023-05-25,26,9,19.1,26,9,19.1,2.3,36.1,0,0,0,rain,0,0,41,28.8,36.7,1021.5,32.7,10.1,335.7,29,9,10,2023-05-25T05:11:54,2023-05-25T21:11:22,0.18,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-05-26,21,11,15.6,21,11,15.6,7.3,60.6,0.014,100,4.17,rain,0,0,42.5,28.8,48.1,1019.7,38.8,10,240.9,20.7,8,10,2023-05-26T05:10:49,2023-05-26T21:12:38,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"35283099999,35188099999,UACC"
Astana,2023-05-27,22,6,15.1,22,3.1,14.5,-0.6,36.9,0,0,0,,0,0,43.2,25.2,61.3,1020.9,30,10,342.1,29.6,9,10,2023-05-27T05:09:47,2023-05-27T21:13:52,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-05-28,22,6,15.5,22,3.7,15,-2,34.1,0,0,0,rain,0,0,32.4,14.4,125.5,1023.1,65.8,10,296.2,25.8,9,10,2023-05-28T05:08:47,2023-05-28T21:15:05,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-05-29,28,12,20.9,27,12,20.7,6.5,42.6,0.004,100,4.17,rain,0,0,46.8,32.4,237.8,1021.6,61.2,10,254.4,22.2,9,10,2023-05-29T05:07:50,2023-05-29T21:16:16,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"35283099999,35188099999,UACC"
Astana,2023-05-30,32,14,23.7,30,14,23.1,8.6,41.8,0,0,0,,0,0,47.9,21.6,318.1,1019.3,39,10,303,26.1,9,10,2023-05-30T05:06:55,2023-05-30T21:17:25,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-05-31,31,15.8,24.1,29.1,15.8,23.5,7.4,38.1,0.018,100,4.17,rain,0,0,54,21.6,32,1018.7,21.5,10,344.8,29.9,9,10,2023-05-31T05:06:03,2023-05-31T21:18:33,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"35283099999,35188099999,UACC"
Astana,2023-06-01,31,11,22.8,29.1,11,22.1,5.1,36.6,0,0,0,,0,0,37.4,18,105.4,1018,29.2,10.1,348.5,30.1,9,10,2023-06-01T05:05:14,2023-06-01T21:19:38,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-06-02,32,9,22.8,29.8,7,21.8,2.3,30.9,0,0,0,,0,0,34.6,14.4,138,1019.5,61.5,9.9,320.4,27.8,9,10,2023-06-02T05:04:27,2023-06-02T21:20:42,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-06-03,33,12,24,30.7,12,23.1,3.9,30.3,0,0,0,,0,0,29.5,21.6,109.6,1019.3,11.1,10,349.3,30.2,9,10,2023-06-03T05:03:44,2023-06-03T21:21:43,0.47,Clear,Clear conditions throughout the day.,clear-day,"35283099999,35188099999,UACC"
Astana,2023-06-04,35,13,25.2,32.7,13,24.1,5.5,33.2,0,0,0,,0,0,26.6,21.6,91.3,1015.6,3.1,10,348.5,30.1,9,10,2023-06-04T05:03:03,2023-06-04T21:22:42,0.5,Clear,Clear conditions throughout the day.,clear-day,"35283099999,35188099999,UACC"
Astana,2023-06-05,36,16,27,33.3,16,25.8,3.6,26.6,0,0,0,,0,0,23.8,18,91.2,1010.2,9.2,10,352.4,30.3,9,10,2023-06-05T05:02:25,2023-06-05T21:23:39,0.54,Clear,Clear conditions throughout the day.,clear-day,"35283099999,35188099999,UACC"
Astana,2023-06-06,36.9,16,27.9,34.2,16,26.6,5.4,27.7,0,0,0,,0,0,36,18,94.5,1007.9,58.1,10,329.2,28.5,9,10,2023-06-06T05:01:49,2023-06-06T21:24:34,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-06-07,37,19,28.5,34.3,19,27.4,6.9,28.6,0,0,0,,0,0,25.2,14.4,165.2,1005.5,51.3,10,334.5,29,9,10,2023-06-07T05:01:17,2023-06-07T21:25:27,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-06-08,34,20.9,27.3,32.1,20.9,26.6,10.5,36.6,0,0,0,rain,0,0,57.6,32.4,241.4,1004.9,60.2,10,270.5,23.4,7,30,2023-06-08T05:00:48,2023-06-08T21:26:17,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35283099999,35188099999,UACC"
Astana,2023-06-09,23,17,19.8,23,17,19.8,13.1,67.2,1.928,100,4.17,rain,0,0,54,21.6,46.8,1011.7,52.7,10,111.6,9.8,5,10,2023-06-09T05:00:21,2023-06-09T21:27:05,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"35283099999,35188099999,UACC"
Astana,2023-06-10,25.1,13,19.4,25.1,13,19.4,7.6,49.2,0.018,100,4.17,rain,0,0,46.8,25.2,356.9,1015.6,47.7,9.9,250.8,21.8,8,10,2023-06-10T04:59:58,2023-06-10T21:27:50,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"35283099999,35188099999,UACC"
